"id","name","dbta_certified","availability","address","city","state","zip","website","image","phone","email","dbt_certificate_expires","manager_id","inserted_at","updated_at"
23,"Independent Management Services Provider - Albert Lea",TRUE,FALSE,"226 W Clark Street","Albert Lea","MN","56007","https://www.imsofmn.com/",,"507-437-6389",,"2026-05-14 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
22,"Independent Management Services Provider - Austin",TRUE,FALSE,"101 21st Street Suite 1","Austin","MN","55912","https://www.imsofmn.com/",,"507-437-6389",,"2026-05-14 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
24,"Lakeland Mental Health Center",FALSE,FALSE,"702 34th Avenue East","Alexandria","MN","56308","https://lmhc.org/",,"320-762-2400",,"2026-05-18 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
25,"Life Development Resources PA Provider - Lakeville",TRUE,FALSE,"7580 160th Street West","Lakeville","MN","55044","http://lifedrs.com/",,"952-898-1133",,"2026-07-18 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
26,"Life Development Resources PA Provider - St Paul",TRUE,FALSE,"1619 Dayton Avenue","St Paul","MN","55104","http://lifedrs.com/",,"952-898-1133",,"2026-07-18 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
27,"Lighthouse Child & Family Services",FALSE,FALSE,"160 3rd Avenue Northwest","Milaca","MN","56353","http://www.lighthousecfs.com/",,"320-983-2335",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
28,"MAP Behavioral Health Center",FALSE,FALSE,"324 West Superior St Suite 260","Duluth","MN","55802","https://www.mapbhc.com/",,"218 606-1797",,"2024-09-01 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
30,"Mental Health Systems - Adherent Team Only - Edina",FALSE,FALSE,"6600 France Avenue Suite 230","Edina","MN","55435","https://www.mhs-dbt.com/",,"952-835-2002",,"2026-10-04 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
31,"Mental Health Systems - Adherent Team Only - Woodbury",FALSE,FALSE,"6063 Hudson Road Suite 200","Woodbury","MN","55125","https://www.mhs-dbt.com/",,"763-325-1686",,"2026-10-04 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
34,"Mindfully Healing - Hutchinson",FALSE,FALSE,"101 Main Street South Suite 102","Hutchinson","MN","55350","https://mindfullyhealing.com/",,"952-491-9450",,"2025-02-05 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
35,"Mindfully Healing - Minnetonka",FALSE,FALSE,"10650 Red Circle Dr Suite 103","Minnetonka","MN","55343","https://mindfullyhealing.com/",,"952-491-9450",,"2025-02-05 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
33,"Mindfully Healing - Spring Park",FALSE,FALSE,"4154 Shoreline Drive Suite 202","Spring Park","MN","55384","https://mindfullyhealing.com/",,"952-491-9450",,"2025-02-05 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
32,"Minnesota Center for Psychology",TRUE,FALSE,"2324 University Avenue West Suite 120","St Paul","MN","55114","https://www.minnesotacenterforpsychology.com/dialectical-behavior-therapy",,"651-644-4100",,"2026-07-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
36,"Natalis Counseling and Psychology Solutions",FALSE,FALSE,"1600 University Avenue West","St Paul","MN","55104","https://www.natalispsychology.com/",,"651-379-5157",,"2026-11-12 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
37,"Northern Pines Mental Health Center - Brainerd",TRUE,FALSE,"520 5th Street Northwest","Brainerd","MN","56401","http://www.npmh.org/",,"218-892-3235",,"2026-06-10 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
38,"Northern Pines Mental Health Center - Little Falls",TRUE,FALSE,"1906 5th Avenue SE","Little Falls","MN","56345","http://www.npmh.org/",,"320-639-2025",,"2026-06-10 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
39,"Northern Pines Mental Health Center - Long Prairie",TRUE,FALSE,"16 9th Ave SE","Long Prairie","MN","56347","http://www.npmh.org/",,"320-639-2025",,"2026-06-10 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
40,"Northern Pines Mental Health Center - Wadena",TRUE,FALSE,"11 2nd St W","Wadena","MN","56482","http://www.npmh.org/",,"320-639-2025",,"2026-06-10 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
41,"Northland Counseling Center - Grand Rapids",FALSE,FALSE,"215 SE 2nd Avenue","Grand Rapids","MN","55744","https://northlandcounseling.org/mental-health/dialectical-behavior-therapy/",,"218-326-1274",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
43,"Northland Counseling Center - Grand Rapids",FALSE,FALSE,"3130 SE 2nd Ave","Grand Rapids","MN","55744","http://northlandcounselingifalls.org/",,"218-283-3406",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
87,"Northland Counseling Center - Grand Rapids",FALSE,FALSE,"215 SE 2nd Avenue","Grand Rapids","MN","55744","https://northlandcounseling.org/mental-health/dialectical-behavior-therapy/",,"218-326-1274",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
42,"Northland Counseling Center - International Falls",FALSE,FALSE,"900 5th Street Suite 305","International Falls","MN","56649","http://northlandcounselingifalls.org/",,"218-283-3406",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
44,"Northland Counseling Center - International Falls",FALSE,FALSE,"1902 Valley Pine Circle","International Falls","MN","56649","http://northlandcounselingifalls.org/",,"218-283-3406",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
45,"Nystrom and Associates - Bloomington",FALSE,TRUE,"1101 East 78th Street Suite 100","Bloomington","MN","55420","https://www.nystromcounseling.com/our-services/dialectical-behavior-therapy/",,"952-854-5034",,"2026-12-12 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
46,"Nystrom and Associates - Coon Rapids",TRUE,TRUE,"11660 Round Lake Boulevard Northwest","Coon Rapids","MN","55433","https://www.nystromcounseling.com/our-services/dialectical-behavior-therapy/",,"763-767-3350",,"2026-12-12 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
47,"Nystrom and Associates - Duluth",FALSE,FALSE,"332 West Superior StreetSuite 300","Duluth","MN","55802","https://www.nystromcounseling.com/our-services/dialectical-behavior-therapy/",,"218-722-4379",,"2026-12-12 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
48,"Nystrom and Associates - Eden Prairie",TRUE,FALSE,"11010 Prairie Lakes Drive Suite 350","Eden Prairie","MN","55344","https://www.nystromcounseling.com/our-services/dialectical-behavior-therapy/",,"952-746-2522",,"2026-12-12 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
49,"Nystrom and Associates - Lakeville",TRUE,TRUE,"17685 Juniper Path Suite 303","Lakeville","MN","55044","https://www.nystromcounseling.com/our-services/dialectical-behavior-therapy/",,"952-214-8959",,"2026-04-06 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
50,"Nystrom and Associates - Mankato",TRUE,FALSE,"201 North Broad Street","Mankato","MN","56011","https://www.nystromcounseling.com/our-services/dialectical-behavior-therapy-dbt/",,"507-225-1500",,"2025-06-30 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
51,"Nystrom and Associates - Maple Grove",TRUE,FALSE,"13603 80th Circle North","Maple Grove","MN","55369","https://www.nystromcounseling.com/our-services/dialectical-behavior-therapy/",,"763-274-3120",,"2026-12-12 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
52,"Nystrom and Associates - Minnetonka",FALSE,FALSE,"13100 Wayzata Boulevard Suite 200","Minnetonka","MN","55305","https://www.nystromcounseling.com/",,"952-206-2040",,"2026-12-12 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
57,"Nystrom and Associates - Moorhead",FALSE,FALSE,"2405 8th Street SouthSuite 200","Moorhead","MN","56560","https://www.nystromcounseling.com/our-services/dialectical-behavior-therapy/",,"952-997-3020",,"2026-12-12 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
53,"Nystrom and Associates - New Brighton",TRUE,FALSE,"1900 Silver Lake Road Suite 110","New Brighton","MN","55112","https://www.nystromcounseling.com/our-services/dialectical-behavior-therapy/",,"651-628-9566",,"2026-12-12 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
54,"Nystrom and Associates - Otsego",FALSE,FALSE,"9245 Quantrelle Avenue","Otsego","MN","55330","https://www.nystromcounseling.com/our-services/dialectical-behavior-therapy/",,"763-746-9492",,"2026-12-12 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
55,"Nystrom and Associates - St. Cloud",TRUE,FALSE,"101 Delher Drive","St. Cloud","MN","56377","https://www.nystromcounseling.com/our-services/dialectical-behavior-therapy/",,"320-253-3512",,"2026-12-12 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
56,"Nystrom and Associates - Woodbury",TRUE,FALSE,"1811 Weir Drive Suite 270","Woodbury","MN","55125","https://www.nystromcounseling.com/our-locations/minnesota/woodbury-clinic/",,"651-714-9646",,"2026-12-12 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
58,"Olmsted County DBT Program",FALSE,FALSE,"2100 Campus Drive Southeast Suite 200","Rochester","MN","55904","https://www.olmstedcounty.gov/residents/services-individuals-families/adults-seniors/adult-behavioral-health#considering-dbt4",,"507-328-6400",,"2026-06-05 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
60,"Omni Mental Health - Blaine",FALSE,FALSE,"9298 Central Ave NE Suite 310","Blaine","MN","55434","https://www.omnimentalhealth.com/",,"651-955-4633",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
62,"Omni Mental Health - New Ulm",FALSE,FALSE,"2 N Minnesota St","New Ulm","MN","56073","https://www.omnimentalhealth.com/",,"651-955-4633",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
59,"Omni Mental Health - St Paul",FALSE,TRUE,"245 Ruth Street North Suite 101","St Paul","MN","55119","https://www.omnimentalhealth.com/",,"651-955-4633",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
61,"Omni Mental Health - Zumbrota",FALSE,FALSE,"268 S Main St","Zumbrota","MN","55992","https://www.omnimentalhealth.com/",,"651-955-4633",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
63,"Parker Collins Family Mental Health",TRUE,FALSE,"1056 Centerville Circle","Vadnais Heights","MN","55127","https://parkercollins.com/",,"615-604-7771",,"2026-02-17 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
64,"Psych Recovery",FALSE,FALSE,"2550 University Ave West Suite 229N","St Paul","MN","55114","http://www.psychrecoveryinc.com/dbt.html",,"651-645-3115",,"2028-09-21 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
65,"RADIAS Health Provider",TRUE,FALSE,"166 4th Street East","St Paul","MN","55101","http://www.south-metro.org/programs/",,"651-389-4690",,"2026-04-20 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
66,"Riverstone Psychological Services - Rochester",TRUE,FALSE,"511 Northern Hills Drive Northeast Suite 2","Rochester","MN","55906","https://www.riverstonepsych.com/",,"507-696-2523",,"2024-12-16 00:00:00-06",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
69,"Secure Base Counseling Center - Farmington",TRUE,FALSE,"213 First St","Farmington","MN","55024","https://www.securebasecounselingcenter.com/",,"507-301-3412",,"2026-05-26 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
70,"Secure Base Counseling Center - New Prague",TRUE,TRUE,"301 E Main St","New Prague","MN","56071","https://www.securebasecounselingcenter.com/",,"507-301-3412",,"2026-05-26 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
68,"Secure Base Counseling Center - Northfield",TRUE,FALSE,"570 Professional Drive","Northfield","MN","55057","https://www.securebasecounselingcenter.com/",,"507-301-3412",,"2026-05-26 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
72,"Solutions Behavioral Health Center - Detroit Lakes",FALSE,FALSE,"1104 West River Road","Detroit Lakes","MN","56051","https://www.solutionsinpractice.org/",,"218-844-6853",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
73,"Solutions Behavioral Health Center - Fergus Falls",FALSE,FALSE,"1806 Fir Avenue E Suite 200","Fergus Falls","MN","56537","https://www.solutionsinpractice.org/",,"218-988-2992",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
71,"Solutions Behavioral Health Center - Moorhead",FALSE,FALSE,"891 Belsly Boulevard","Moorhead","MN","56560","https://www.solutionsinpractice.org/",,"218-287-4338",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
74,"Solutions Behavioral Health Center - Waite Park",FALSE,FALSE,"423 Great Oak Dr","Waite Park","MN","56387","https://www.solutionsinpractice.org/",,"320-281-5305",,"2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
67,"Southbridge Counseling Associates - Savage",FALSE,FALSE,"8646 Eagle Creek Circle Suite 213","Savage","MN","55378","http://www.southbridgecounseling.com/",,"952-583-1055",,"2024-11-03 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
29,"The Meadows Counseling Center",TRUE,TRUE,"3737 40th Avenue Northwest","Rochester","MN","55901","http://www.highlandmeadowscc.com/",,"507-288-6978",,"2027-10-30 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
75,"Tiny Tree Counseling & Consulting",FALSE,TRUE,"3950 Lyndale Ave S Suite 2","Minneapolis","MN","55409","https://www.tinytreecounseling.com/","tiny-tree-counseling.png","833-482-5546","support@tinytreecounseling.com","2025-03-04 00:00:00-06",5,"2025-02-12 21:44:53.373922-06","2025-02-26 00:00:00-06"
76,"Tubman Chrysalis Center",FALSE,FALSE,"4432 Chicago Avenue South","Minneapolis","MN","55407","https://www.tubman.org/",,"612-870-2426",,"2024-05-07 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
77,"Vona Center for Mental Health by Volunteers of America of MN Provider",TRUE,TRUE,"9220 Bass Lake Road Suite 255","New Hope","MN","55422","http://www.voamnwi.org/dbt-outpatient-therapy","volunteers-of-america-mn-wi.svg","763-225-4029","voamninfo@voamn.org","2026-08-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-22 00:00:00-06"
78,"Washburn Center for Children",FALSE,FALSE,"1100 Glenwood Ave","Minneapolis","MN","55405","https://washburn.org/",,"612-871-1454",,"2025-06-26 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
80,"Western Mental Health Clinic Provider - Canby",TRUE,TRUE,"112 St. Olaf Ave S","Canby","MN","56220","http://wmhcinc.org/",,"800-658-2429",,"2026-07-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
81,"Western Mental Health Clinic Provider - Granite Falls",TRUE,TRUE,"818 Prentice Drive","Granite Falls","MN","56241","http://wmhcinc.org/",,"800-658-2449",,"2026-07-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
79,"Western Mental Health Clinic Provider - Marshall",TRUE,FALSE,"1212 East College Drive","Marshall","MN","56258","http://wmhcinc.org/",,"507-532-3236",,"2026-07-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
83,"Western Mental Health Clinic Provider - Redwood Falls",TRUE,FALSE,"101 Caring Way","Redwood Falls","MN","56283","http://wmhcinc.org/",,"507-532-3236",,"2026-07-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
82,"Western Mental Health Clinic Provider - Slayton",TRUE,TRUE,"2001 Maple St","Slayton","MN","56172","http://wmhcinc.org/",,"800-658-2249",,"2026-07-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
84,"Western Mental Health Clinic Provider - Slayton",TRUE,FALSE,"2042 Juniper Drive","Slayton","MN","56172","http://wmhcinc.org/",,"800-658-2429",,"2026-07-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
85,"Western Mental Health Clinic Provider - Taylor",TRUE,FALSE,"240 Willow St","Tyler","MN","56178","http://wmhcinc.org/",,"800-658-2429",,"2026-07-31 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
86,"Wholehearted Healing",FALSE,FALSE,"6381 Osgood Ave North Building C","Stillwater","MN","55082","https://www.wholeheartedhealingllc.com/",,"612-217-1560",,"2025-07-18 00:00:00-05",,"2025-02-12 21:44:53.373922-06","2025-02-12 21:44:53.373922-06"
